Name,Type,Total,Within,Sewer,Septic,Othersys,Withslab,Withoutslab,NSopen,NShuman,NSanimal,Without,Public,Open
District - Purba Champaran,Rural,"913,167","141,111","9,027","104,027","12,603","9,832","2,909","1,271",198,"1,244","772,056","7,006","765,050"
District - Purba Champaran,Urban,"71,136","38,411","2,412","32,641","1,677",868,431,158,59,165,"32,725",934,"31,791"
District - Sheohar,Total,"148,889","30,398","1,559","18,722","4,936","3,386","1,206",249,66,274,"118,491","1,865","116,626"
District - Sheohar,Rural,"143,121","28,267","1,354","17,013","4,783","3,360","1,177",245,66,269,"114,854","1,711","113,143"
District - Sheohar,Urban,"5,768","2,131",205,"1,709",153,26,29,4,0,5,"3,637",154,"3,483"
District - Sitamarhi,Total,"733,083","152,392","9,823","106,828","19,791","8,937","4,050","1,191",512,"1,260","580,691","6,961","573,730"
District - Sitamarhi,Rural,"696,184","130,062","8,526","88,557","18,416","8,118","3,714","1,004",471,"1,256","566,122","6,268","559,854"
District - Sitamarhi,Urban,"36,899","22,330","1,297","18,271","1,375",819,336,187,41,4,"14,569",693,"13,876"
District - Madhubani,Total,"901,539","166,993","11,654","115,081","19,942","10,938","5,977","1,462",386,"1,553","734,546","8,676","725,870"
District - Madhubani,Rural,"871,575","150,357","10,835","101,187","18,727","10,608","5,741","1,396",386,"1,477","721,218","7,935","713,283"
District - Madhubani,Urban,"29,964","16,636",819,"13,894","1,215",330,236,66,0,76,"13,328",741,"12,587"
District - Supaul,Total,"440,804","47,753","3,387","32,332","5,334","3,240","2,577",415,66,402,"393,051","3,504","389,547"
District - Supaul,Rural,"420,420","38,213","2,826","24,643","4,708","2,831","2,387",376,50,392,"382,207","3,217","378,990"
District - Supaul,Urban,"20,384","9,540",561,"7,689",626,409,190,39,16,10,"10,844",287,"10,557"
District - Araria,Total,"561,455","52,549","3,563","32,495","6,741","4,052","4,256",753,76,613,"508,906","3,835","505,071"
District - Araria,Rural,"529,611","35,259","2,594","20,073","5,141","3,027","3,328",671,36,389,"494,352","3,155","491,197"
District - Araria,Urban,"31,844","17,290",969,"12,422","1,600","1,025",928,82,40,224,"14,554",680,"13,874"
District - Kishanganj,Total,"335,711","34,858","1,839","19,885","5,479","4,036","2,625",399,66,529,"300,853","3,603","297,250"
District - Kishanganj,Rural,"304,695","18,752","1,177","9,283","3,430","1,991","2,099",332,15,425,"285,943","2,817","283,126"
District - Kishanganj,Urban,"31,016","16,106",662,"10,602","2,049","2,045",526,67,51,104,"14,910",786,"14,124"
District - Purnia,Total,"640,713","87,774","7,137","49,873","12,230","7,661","8,818",888,313,854,"552,939","5,907","547,032"
District - Purnia,Rural,"576,602","49,871","3,963","25,401","7,757","4,091","6,989",741,263,666,"526,731","4,950","521,781"
District - Purnia,Urban,"64,111","37,903","3,174","24,472","4,473","3,570","1,829",147,50,188,"26,208",957,"25,251"
District - Katihar,Total,"617,063","108,018","6,120","58,846","16,666","13,562","10,259",925,639,"1,001","509,045","7,490","501,555"
District - Katihar,Rural,"563,679","71,443","3,883","33,091","14,189","9,527","8,919",658,432,744,"492,236","6,068","486,168"
District - Katihar,Urban,"53,384","36,575","2,237","25,755","2,477","4,035","1,340",267,207,257,"16,809","1,422","15,387"
District - Madhepura,Total,"401,001","52,388","3,947","29,721","8,665","5,708","3,244",430,247,426,"348,613","3,521","345,092"
District - Madhepura,Rural,"383,792","43,560","3,543","23,672","7,569","4,905","2,947",396,120,408,"340,232","3,259","336,973"
District - Madhepura,Urban,"17,209","8,828",404,"6,049","1,096",803,297,34,127,18,"8,381",262,"8,119"
District - Saharsa,Total,"368,212","61,597","4,035","39,379","7,728","4,735","4,345",407,197,771,"306,615","4,608","302,007"
District - Saharsa,Rural,"339,776","42,377","2,670","25,918","6,265","3,440","2,938",376,197,573,"297,399","4,042","293,357"
District - Saharsa,Urban,"28,436","19,220","1,365","13,461","1,463","1,295","1,407",31,0,198,"9,216",566,"8,650"
District - Darbhanga,Total,"805,786","202,524","11,982","140,511","22,536","13,646","10,132","1,779",387,"1,551","603,262","11,061","592,201"
District - Darbhanga,Rural,"732,270","153,287","8,864","99,112","20,611","12,256","9,238","1,467",345,"1,394","578,983","8,750","570,233"
District - Darbhanga,Urban,"73,516","49,237","3,118","41,399","1,925","1,390",894,312,42,157,"24,279","2,311","21,968"
District - Muzaffarpur,Total,"947,863","256,532","20,313","185,979","25,203","14,985","6,453","1,688",268,"1,643","691,331","11,550","679,781"
District - Muzaffarpur,Rural,"859,579","188,473","13,273","129,426","23,178","13,626","5,913","1,419",221,"1,417","671,106","8,366","662,740"
District - Muzaffarpur,Urban,"88,284","68,059","7,040","56,553","2,025","1,359",540,269,47,226,"20,225","3,184","17,041"
District - Gopalganj,Total,"421,727","84,425","5,638","65,690","5,159","4,702","1,135",740,305,"1,056","337,302","4,128","333,174"
District - Gopalganj,Rural,"396,391","71,559","4,780","54,590","4,768","4,454","1,080",694,247,946,"324,832","3,806","321,026"
District - Gopalganj,Urban,"25,336","12,866",858,"11,100",391,248,55,46,58,110,"12,470",322,"12,148"
District - Siwan,Total,"544,879","124,672","7,699","98,524","6,797","7,295","1,768",788,377,"1,424","420,207","5,892","414,315"
District - Siwan,Rural,"516,701","104,557","6,534","82,024","6,500","5,519","1,676",685,365,"1,254","412,144","5,235","406,909"
District - Siwan,Urban,"28,178","20,115","1,165","16,500",297,"1,776",92,103,12,170,"8,063",657,"7,406"
District - Saran (chhapra),Total,"641,742","137,526","9,156","110,022","7,986","5,687","1,786","1,249",292,"1,348","504,216","8,375","495,841"
District - Saran (chhapra),Rural,"585,844","104,571","7,058","81,592","6,831","4,965","1,584","1,122",235,"1,184","481,273","6,625","474,648"
District - Saran (chhapra),Urban,"55,898","32,955","2,098","28,430","1,155",722,202,127,57,164,"22,943","1,750","21,193"
District - Vaishali,Total,"632,626","171,904","10,178","116,375","22,210","15,567","5,189",861,547,977,"460,722","7,559","453,163"
District - Vaishali,Rural,"595,165","148,682","8,370","99,503","20,019","13,878","4,758",789,531,834,"446,483","6,755","439,728"
District - Vaishali,Urban,"37,461","23,222","1,808","16,872","2,191","1,689",431,72,16,143,"14,239",804,"13,435"
District - Samastipur,Total,"850,353","159,459","10,133","108,319","20,267","12,366","6,138","1,080",216,940,"690,894","7,848","683,046"
District - Samastipur,Rural,"822,111","139,638","9,085","91,177","19,541","11,824","5,886","1,035",205,885,"682,473","7,408","675,065"
District - Samastipur,Urban,"28,242","19,821","1,048","17,142",726,542,252,45,11,55,"8,421",440,"7,981"
District - Begusarai,Total,"596,110","186,662","14,930","103,534","34,003","24,385","6,835","1,415",420,"1,140","409,448","10,056","399,392"
District - Begusarai,Rural,"488,062","124,302","9,447","62,932","26,025","18,381","5,378",970,269,900,"363,760","6,385","357,375"
District - Begusarai,Urban,"108,048","62,360","5,483","40,602","7,978","6,004","1,457",445,151,240,"45,688","3,671","42,017"
District - Khagaria,Total,"327,701","78,061","5,267","41,083","15,200","10,176","4,221",584,893,637,"249,640","4,105","245,535"
District - Khagaria,Rural,"312,199","67,785","4,697","34,117","14,432","8,872","3,719",502,825,621,"244,414","3,639","240,775"
District - Khagaria,Urban,"15,502","10,276",570,"6,966",768,"1,304",502,82,68,16,"5,226",466,"4,760"
District - Bhagalpur,Total,"563,306","189,954","14,271","109,783","28,147","25,890","7,676","1,904",790,"1,493","373,352","10,391","362,961"
District - Bhagalpur,Rural,"458,960","115,122","8,515","59,920","21,151","17,658","5,309",757,582,"1,230","343,838","8,026","335,812"
District - Bhagalpur,Urban,"104,346","74,832","5,756","49,863","6,996","8,232","2,367","1,147",208,263,"29,514","2,365","27,149"
District - Banka,Total,"380,013","46,555","3,185","32,752","5,766","3,011",933,475,49,384,"333,458","2,948","330,510"
District - Banka,Rural,"366,656","40,569","2,713","28,071","5,304","2,751",873,436,49,372,"326,087","2,827","323,260"
District - Banka,Urban,"13,357","5,986",472,"4,681",462,260,60,39,0,12,"7,371",121,"7,250"
District - Munger,Total,"263,749","102,385","7,321","66,722","13,116","9,995","2,597","1,030",927,677,"161,364","2,822","158,542"
District - Munger,Rural,"193,801","50,489","4,182","28,368","9,258","6,296","1,481",282,282,340,"143,312","1,818","141,494"
District - Munger,Urban,"69,948","51,896","3,139","38,354","3,858","3,699","1,116",748,645,337,"18,052","1,004","17,048"
District - Lakhisarai,Total,"164,430","52,316","4,213","31,001","8,540","6,114","1,477",462,120,389,"112,114","2,274","109,840"
District - Lakhisarai,Rural,"140,728","37,717","3,304","20,999","7,105","4,335","1,242",336,71,325,"103,011","1,849","101,162"
District - Lakhisarai,Urban,"23,702","14,599",909,"10,002","1,435","1,779",235,126,49,64,"9,103",425,"8,678"
District - Sheikhpura,Total,"103,748","30,019","1,446","18,904","3,288","4,284","1,494",402,51,150,"73,729","1,463","72,266"
District - Sheikhpura,Rural,"86,465","21,004",981,"11,833","2,743","3,670","1,316",274,51,136,"65,461","1,381","64,080"
District - Sheikhpura,Urban,"17,283","9,015",465,"7,071",545,614,178,128,0,14,"8,268",82,"8,186"
District - Nalanda,Total,"487,322","149,675","10,588","105,124","12,505","13,457","4,599","1,462",743,"1,197","337,647","6,946","330,701"
District - Nalanda,Rural,"411,602","93,939","6,158","61,784","10,102","10,177","3,172","1,064",391,"1,091","317,663","5,868","311,795"
District - Nalanda,Urban,"75,720","55,736","4,430","43,340","2,403","3,280","1,427",398,352,106,"19,984","1,078","18,906"
District - Patna,Total,"957,441","507,581","79,375","361,783","24,702","25,061","8,679","4,474",945,"2,562","449,860","16,305","433,555"
District - Patna,Rural,"544,392","150,106","9,264","102,961","14,674","14,372","5,199","1,246",438,"1,952","394,286","6,260","388,026"
District - Patna,Urban,"413,049","357,475","70,111","258,822","10,028","10,689","3,480","3,228",507,610,"55,574","10,045","45,529"
District - Bhojpur,Total,"415,555","112,983","7,801","88,029","6,854","5,402","2,370","1,326",180,"1,021","302,572","5,611","296,961"
District - Bhojpur,Rural,"357,782","73,342","4,536","54,657","5,852","4,406","1,933","1,009",100,849,"284,440","4,805","279,635"
District - Bhojpur,Urban,"57,773","39,641","3,265","33,372","1,002",996,437,317,80,172,"18,132",806,"17,326"
District - Buxar,Total,"262,398","64,826","4,243","52,140","3,597","2,426","1,219",589,101,511,"197,572","3,143","194,429"
District - Buxar,Rural,"236,453","47,387","3,217","36,935","3,225","2,024","1,038",502,29,417,"189,066","2,672","186,394"
District - Buxar,Urban,"25,945","17,439","1,026","15,205",372,402,181,87,72,94,"8,506",471,"8,035"
District - Kaimur (bhabua),Total,"245,048","40,996","3,109","32,179","2,239","1,319","1,110",552,103,385,"204,052","2,135","201,917"
District - Kaimur (bhabua),Rural,"235,155","34,049","2,703","25,856","2,159","1,236","1,088",526,103,378,"201,106","2,022","199,084"
District - Kaimur (bhabua),Urban,"9,893","6,947",406,"6,323",80,83,22,26,0,7,"2,946",113,"2,833"
District - Rohtas,Total,"455,878","128,652","10,940","103,090","6,234","3,813","1,606","1,544",212,"1,213","327,226","4,849","322,377"
District - Rohtas,Rural,"387,316","81,750","6,731","63,652","4,676","3,149","1,267","1,085",159,"1,031","305,566","3,931","301,635"
District - Rohtas,Urban,"68,562","46,902","4,209","39,438","1,558",664,339,459,53,182,"21,660",918,"20,742"
District - Aurangabad,Total,"387,122","84,329","5,471","67,753","4,133","3,513","1,610",867,52,930,"302,793","4,371","298,422"
District - Aurangabad,Rural,"351,828","60,345","4,088","46,798","3,621","2,958","1,416",758,18,688,"291,483","3,877","287,606"
District - Aurangabad,Urban,"35,294","23,984","1,383","20,955",512,555,194,109,34,242,"11,310",494,"10,816"
District - Gaya,Total,"690,505","167,232","12,850","118,667","11,887","12,138","6,752","2,139","1,698","1,101","523,273","6,842","516,431"
District - Gaya,Rural,"603,194","99,305","5,902","63,010","10,280","10,527","5,771","1,610","1,350",855,"503,889","5,209","498,680"
District - Gaya,Urban,"87,311","67,927","6,948","55,657","1,607","1,611",981,529,348,246,"19,384","1,633","17,751"
District - Nawada,Total,"346,749","77,297","4,516","54,738","5,538","7,314","3,547",723,237,684,"269,452","3,523","265,929"
District - Nawada,Rural,"313,669","54,368","3,070","36,170","4,920","6,055","2,926",611,67,549,"259,301","3,065","256,236"
District - Nawada,Urban,"33,080","22,929","1,446","18,568",618,"1,259",621,112,170,135,"10,151",458,"9,693"
District - Jamui,Total,"308,291","45,733","2,752","28,413","5,721","5,348","2,154",477,83,785,"262,558","2,499","260,059"
District - Jamui,Rural,"283,684","33,712","2,071","19,311","4,902","4,297","1,928",418,69,716,"249,972","2,223","247,749"
District - Jamui,Urban,"24,607","12,021",681,"9,102",819,"1,051",226,59,14,69,"12,586",276,"12,310"
District - Jehanabad,Total,"181,646","50,439","3,141","39,841","2,913","2,310","1,363",249,251,371,"131,207","1,776","129,431"
District - Jehanabad,Rural,"159,632","35,536","1,985","27,048","2,492","2,030","1,241",223,180,337,"124,096","1,622","122,474"
District - Jehanabad,Urban,"22,014","14,903","1,156","12,793",421,280,122,26,71,34,"7,111",154,"6,957"
District - Arwal,Total,"117,803","27,875","1,197","21,596","1,859","1,569",880,227,196,351,"89,928","1,164","88,764"
District - Arwal,Rural,"109,546","24,653","1,064","18,964","1,734","1,389",760,218,196,328,"84,893","1,155","83,738"
District - Arwal,Urban,"8,257","3,222",133,"2,632",125,180,120,9,0,23,"5,035",9,"5,026"
STATE - CHANDIGARH,Total,"235,061","206,017","201,831","2,270",542,965,213,164,0,32,"29,044","21,466","7,578"
STATE - CHANDIGARH,Rural,"6,785","5,970","5,629",316,17,4,1,1,0,2,815,429,386
STATE - CHANDIGARH,Urban,"228,276","200,047","196,202","1,954",525,961,212,163,0,30,"28,229","21,037","7,192"
District - Chandigarh,Total,"235,061","206,017","201,831","2,270",542,965,213,164,0,32,"29,044","21,466","7,578"
District - Chandigarh,Rural,"6,785","5,970","5,629",316,17,4,1,1,0,2,815,429,386
District - Chandigarh,Urban,"228,276","200,047","196,202","1,954",525,961,212,163,0,30,"28,229","21,037","7,192"
STATE - DADRA & NAGAR HAVELI,Total,"73,063","39,999","3,591","35,185",433,472,67,55,168,28,"33,064","3,842","29,222"
STATE - DADRA & NAGAR HAVELI,Rural,"35,408","9,389",572,"8,172",231,246,37,50,55,26,"26,019",979,"25,040"
STATE - DADRA & NAGAR HAVELI,Urban,"37,655","30,610","3,019","27,013",202,226,30,5,113,2,"7,045","2,863","4,182"
District - Dadra & Nagar Haveli,Total,"73,063","39,999","3,591","35,185",433,472,67,55,168,28,"33,064","3,842","29,222"
District - Dadra & Nagar Haveli,Rural,"35,408","9,389",572,"8,172",231,246,37,50,55,26,"26,019",979,"25,040"
District - Dadra & Nagar Haveli,Urban,"37,655","30,610","3,019","27,013",202,226,30,5,113,2,"7,045","2,863","4,182"
STATE - DAMAN & DIU,Total,"60,381","47,233","3,195","43,168",217,495,99,29,16,14,"13,148","6,829","6,319"
STATE - DAMAN & DIU,Rural,"12,750","6,550",213,"6,193",76,10,37,5,16,0,"6,200","1,840","4,360"
STATE - DAMAN & DIU,Urban,"47,631","40,683","2,982","36,975",141,485,62,24,0,14,"6,948","4,989","1,959"
District - Diu,Total,"10,689","6,282",129,"6,028",58,34,16,0,16,1,"4,407","2,395","2,012"
District - Diu,Rural,"5,410","2,341",16,"2,284",25,0,0,0,16,0,"3,069","1,170","1,899"
District - Diu,Urban,"5,279","3,941",113,"3,744",33,34,16,0,0,1,"1,338","1,225",113
District - Daman,Total,"49,692","40,951","3,066","37,140",159,461,83,29,0,13,"8,741","4,434","4,307"
District - Daman,Rural,"7,340","4,209",197,"3,909",51,10,37,5,0,0,"3,131",670,"2,461"
District - Daman,Urban,"42,352","36,742","2,869","33,231",108,451,46,24,0,13,"5,610","3,764","1,846"
STATE - NCT OF DELHI,Total,"3,340,538","2,990,741","1,979,839","850,831","31,092","54,151","5,188","68,424",583,633,"349,797","240,448","109,349"
STATE - NCT OF DELHI,Rural,"79,115","60,355","8,252","46,351",793,"3,961",152,773,0,73,"18,760","8,076","10,684"
STATE - NCT OF DELHI,Urban,"3,261,423","2,930,386","1,971,587","804,480","30,299","50,190","5,036","67,651",583,560,"331,037","232,372","98,665"
District - North West,Total,"730,034","618,297","406,943","181,803","6,406","17,839","1,610","3,536",60,100,"111,737","73,175","38,562"
District - North West,Rural,"41,486","26,613","3,851","20,200",348,"1,534",99,517,0,64,"14,873","7,748","7,125"
District - North West,Urban,"688,548","591,684","403,092","161,603","6,058","16,305","1,511","3,019",60,36,"96,864","65,427","31,437"
District - North,Total,"175,890","158,373","102,263","52,325",887,"2,334",48,507,0,9,"17,517","12,983","4,534"
District - North,Rural,"3,184","3,121",369,"2,656",24,72,0,0,0,0,63,1,62
District - North,Urban,"172,706","155,252","101,894","49,669",863,"2,262",48,507,0,9,"17,454","12,982","4,472"
District - North East,Total,"395,060","375,856","129,729","189,366","9,508","3,177",572,"43,095",322,87,"19,204","16,739","2,465"
